Team	Player	SH	SG	GL
MOR	Mohamed Alaoui	0	0	0
MOR	Nabil Karim	0	0	0
MOR	Mustapha Alaoui	0	0	0
MOR	Rachid Tahiri	0	0	0
MOR	Hicham El-Mostafa	0	0	0
MOR	Mohammed El-Idrissi	0	0	0
CIV	Didier Diomande	0	0	0
CIV	Koffi Kouassi	0	0	0
CIV	Aka Dah	0	0	0
CIV	Moussa Amani	0	0	0
CIV	Yao Sanogo	0	0	0
CIV	Kouame Ouattara	0	0	0
CAM	Andre Moussa	0	0	0
CAM	Jean Mengue	0	0	0
CAM	Pierre Ngono	0	0	0
CAM	Joseph Sali	0	0	0
CAM	Emmanuel Alhadji	0	0	0
CAM	Samuel Ngah	0	0	0
JAP	Koji Suzuki	0	0	0
JAP	Akira Maeda	0	0	0
JAP	Hideo Ogawa	0	0	0
JAP	Yukio Ono	0	0	0
JAP	Hiroshi Ito	0	0	0
JAP	Kenji Yamaguchi	0	0	0
IRN	Ali Mousavi	0	0	0
IRN	Hassan Mohammadi	0	0	0
IRN	Amir Zare	0	0	0
IRN	Saeed Sadeghi	0	0	0
IRN	Hamid Bagheri	0	0	0
IRN	Seyyed Ghasemi	0	0	0
JOR	Omar Al-Zubi	0	0	0
JOR	Omar Al-Khawaldeh	0	0	0
JOR	Bilal El-Qadah	0	0	0
JOR	Ibrahim Odeh	0	0	0
JOR	Zaid Eid	0	0	0
JOR	Abdel Allah	0	0	0
QAT	Fahad Ali	0	0	0
QAT	Sunil Sharma	0	0	0
QAT	Ramesh Shrestha	0	0	0
QAT	Arshad Yadav	0	0	0
QAT	Faisal Almarri	0	0	0
QAT	Syed Rahman	0	0	0
BRA	Manoel Ribiero	0	0	0
BRA	Joao Pereira	0	0	0
BRA	Luiz Gomes	0	0	0
BRA	Marcelo da Silva	0	0	0
BRA	Rodrigo de Jesus	0	0	0
BRA	Carlos Vieira	0	0	0
URU	Carlos Acosta	0	0	0
URU	Gustavo Techera	0	0	0
URU	Gerardo Perez	0	0	0
URU	Ramon Perdomo	0	0	0
URU	Nestor Moreira	0	0	0
URU	Gonzalo Machado	0	0	0
ECU	Cesar Paredes	0	0	0
ECU	Manuel Castillo	0	0	0
ECU	Ramon Jaramillo	0	0	0
ECU	Jorge Molina	0	0	0
ECU	David Chavez	0	0	0
ECU	Carlos Mendoza	0	0	0
COL	Hernan Torres	0	0	0
COL	Orlando Cardona	0	0	0
COL	Edwin Ruiz	0	0	0
COL	Edgar Jimenez	0	0	0
COL	Andres Rodriguez	0	0	0
COL	Javier Giraldo	0	0	0
CHI	Felipe Contreras	0	0	0
CHI	Marco Alvarez	0	0	0
CHI	Cristian Rivera	0	0	0
CHI	Patricio Torres	0	0	0
CHI	Jaime Riquelme	0	0	0
CHI	Hector Alvarez	0	0	0
USA	Nick Hamburger	0	0	0
USA	Lawrence Porter	0	0	0
USA	Bailey Myers-Morgan	0	0	0
USA	Casey Myers-Morgan	0	0	0
USA	Brandon Boyd	0	0	0
USA	Antonio Chavez	0	0	0
MEX	Hector	0	0	0
MEX	Guadalupe Moreno	0	0	0
MEX	Raul Ortiz	0	0	0
MEX	Carlos Torres	0	0	0
MEX	Cesar Romero	0	0	0
MEX	Jaime Hernandez	0	0	0
PAN	Jose Abrego	0	0	0
PAN	Angel Cedeno	0	0	0
PAN	Francisco Castillo	0	0	0
PAN	Edwin Lopez	0	0	0
PAN	Miguel Ortega	0	0	0
PAN	Alberto Diaz	0	0	0
AU	Andrew Moore	0	0	0
AU	Thomas Martin	0	0	0
AU	David Kelly	0	0	0
AU	Greg Cooper	0	0	0
AU	Darren King	0	0	0
AU	Geoff Murphy	0	0	0
	
Team	Player	SV	SO	GA
GER	Klaus Bauer	0	0	0
ITA	Antonio de Luca	0	0	0
SER	Tomislav Rakic	0	0	0
RUS	Dmitriy Shevchenko	0	0	0
CRO	Miroslav Pavlovic	0	0	0
SWE	Sven Sjoberg	0	0	0
UKR	Serhei Tkachenko	0	0	0
CZE	Jiri Novakova	0	0	0
ESP	Enrique Ortega	0	0	0
ENG	Stephen Hunt	0	0	0
WAL	Neil Wright	0	0	0
HUN	Janos Meszaros	0	0	0
FRA	Pierre Blanchard	0	0	0
BEL	Eddy van den Broeck	0	0	0
POR	Pedro Reis	0	0	0
EGY	Omar Mady	0	0	0
CIV	Brahima Kamagate	0	0	0
CAM	Martin Hamadou	0	0	0
MOR	Abdel Aziz	0	0	0
JAP	Tadashi Sato	0	0	0
IRN	Reza Jafari	0	0	0
QAT	Rajeev Ali	0	0	0
JOR	Raed Khatib	0	0	0
BRA	Jose Lopes	0	0	0
CHI	Mauricio Fuentes	0	0	0
COL	German Arias	0	0	0
ECU	Vicente Salazar	0	0	0
URU	Ricardo de Los Santos	0	0	0
AU	Shane Taylor	0	0	0
