Team	Player	SH	SG	GL
UKR	Vasylyi Yvanova	0	0	0
BUL	Stefan Todorov	0	0	0
HUN	Istvan Kiss	0	0	0
DEN	Soren Holm	0	0	0
POR	Carlos Pereira	0	0	0
GRE	Evangelos Mylonas	0	0	0
FRA	Bernard Michel	0	0	0
CZE	Michal Fialova	0	0	0
ITA	Salvatore Moretti	0	0	0
FRO	Danjal Hojgaard	0	0	0
BOS	Zeljko Vukevic	0	0	0
AUS	Johann Brunner	0	0	0
SER	Zoran Ilic	0	0	0
ALB	Agron Lleshi	0	0	0
IRE	Philip Murray	0	0	0
MAC	Stojan Petrovska	0	0	0
CRO	Roberjt Grgic	0	0	0
SUI	Stefan Meier	0	0	0
ENG	Stuart Holmes	0	0	0
SVN	Branko Novac	0	0	0
LUX	Pascal Ferreira	0	0	0
TUR	Omer Koc	0	0	0
GER	Wolfgang Koch	0	0	0
NOR	Jan Johansen	0	0	0
BEL	Marc Renard	0	0	0
UKR	Vyktor Kovalenko	0	0	0
BUL	Emil Petrov	0	0	0
HUN	Zoltan Kocsis	0	0	0
DEN	Morten Rasmussen	0	0	0
POR	Sergio Alves	0	0	0
GRE	Stavros Giannopoulos	0	0	0
FRA	Rene Chevalier	0	0	0
CZE	Miroslav Svoboda	0	0	0
ITA	Giuseppe Giordano	0	0	0
FRO	Rogvi Thomsen	0	0	0
BOS	Marko Bosnjak	0	0	0
AUS	Andreas Schwarz	0	0	0
SER	Petar Stojanovic	0	0	0
ALB	Ilir Hoxha	0	0	0
IRE	Adrian Walsh	0	0	0
MAC	Petre Nikolov	0	0	0
CRO	Stjepan Novosel	0	0	0
SUI	Marcel Roth	0	0	0
ENG	Graham Chapman	0	0	0
SVN	Anton Zupan	0	0	0
LUX	Rene Weis	0	0	0
TUR	Mehmet Celik	0	0	0
GER	Hans Weber	0	0	0
NOR	Arne Hagen	0	0	0
BEL	Geert Verhoeven	0	0	0
UKR	Nykolai Moroz	0	0	0
BUL	Petar Hristov	0	0	0
HUN	Laszlo Kovacs	0	0	0
DEN	Henrik Mikkelsen	0	0	0
POR	Fernando Ribiero	0	0	0
GRE	Dimitrios Papadopoulos	0	0	0
FRA	Jean Gauthier	0	0	0
CZE	Pavel Vesela	0	0	0
ITA	Francesco Caruso	0	0	0
FRO	Jens Niclasen	0	0	0
BOS	Ilija Hodzic	0	0	0
AUS	Gerhard Bauer	0	0	0
SER	Slobodan Krstic	0	0	0
ALB	Luan Murati	0	0	0
IRE	Declan Burke	0	0	0
MAC	Boris Ristov	0	0	0
CRO	Zlatko Novak	0	0	0
SUI	Rolf Bachmann	0	0	0
ENG	Nigel Price	0	0	0
SVN	Bojan Kavcic	0	0	0
LUX	Lucien Grethen	0	0	0
TUR	Ramazan Yilmaz	0	0	0
GER	Manfred Fischer	0	0	0
NOR	Erik Olsen	0	0	0
BEL	Christian Janssen	0	0	0
UKR	Aleksandr Olyinyk	0	0	0
BUL	Veselin Ivanov	0	0	0
HUN	Jozsef Szabo	0	0	0
DEN	Jesper Thomsen	0	0	0
POR	Vitor Correia	0	0	0
GRE	Konstantin Anastasiou	0	0	0
	
Team	Player	SV	SO	GA
FRA	Pierre Blanchard	0	0	0
CZE	Jiri Novakova	0	0	0
ITA	Antonio de Luca	0	0	0
FRO	Roi Joensen	0	0	0
BOS	Slavko Maric	0	0	0
AUS	Martin Lang	0	0	0
SER	Tomislav Rakic	0	0	0
ALB	Sokol Gjoka	0	0	0
IRE	Oliver O'Donnell	0	0	0
MAC	Zoran Atanasov	0	0	0
CRO	Miroslav Pavlovic	0	0	0
SUI	Markus Schneider	0	0	0
ENG	Stephen Hunt	0	0	0
SVN	Andrej Kos	0	0	0
LUX	Francois Engel	0	0	0
TUR	Ahmet Ozcan	0	0	0
GER	Klaus Bauer	0	0	0
NOR	Lars Pedersen	0	0	0
BEL	Eddy van den Broeck	0	0	0
UKR	Serhei Tkachenko	0	0	0
BUL	Krasimi Georgiev	0	0	0
HUN	Janos Meszaros	0	0	0
DEN	Jens Clausen	0	0	0
POR	Pedro Reis	0	0	0
GRE	Ilias Vasileiadis	0	0	0
