name,profile_path,first_name,last_name,initials,birthday,birth_year,birth_place,is_ivy,height,movie_credits,tv_credits,popularity
Morena Baccarin,/kBSKKaOtsqIzZPhtEeHfCBmhWl9.jpg,Morena,Baccarin,MB,1979-06-02,1979.0,"Rio de Janeiro, Rio de Janeiro, Brazil",False,,Deadpool|Deadpool 2,Medium|How I Met Your Mother|Dirt|Homeland|Numb3rs|Justice|Las Vegas|Heartland|The O.C.|Stargate SG-1|Home Invasion|V|Justice League Unlimited|The Mentalist|The Red Tent|The Late Late Show with Craig Ferguson|The Endgame|Sessão de Terapia|Slugfest|Firefly|The Good Wife|Gotham|Project Runway|The Flash|Match Game|Entertainment Tonight|Gotham|Fire Country|Sheriff Country|Still Life|A Series of Unfortunate Events|The Twilight Zone|Batman: The Brave and the Bold|Conan|Kitchen Confidential|Made in Hollywood,10.9369
Ben Affleck,/8guQqUQ9qsGooDbv7JwOOZX2UUJ.jpg,Ben,Affleck,BA,1972-08-15,1972.0,"Berkeley, California, USA",False,,Good Will Hunting|Batman v Superman: Dawn of Justice|Gone Girl|Justice League|Zack Snyder's Justice League,The Osbournes|Inside the Actors Studio|The Ellen DeGeneres Show|Jimmy Kimmel Live!|The Daily Show|Today|LIVE with Kelly and Mark|The Torkelsons|This Week|The View|The Tonight Show with Jay Leno|The Early Show|Finding Your Roots|MADtv|Making the Video|Celebrities Uncensored|The Voyage of the Mimi|Revealed with Jules Asner|Against the Grain|The Oscars|The Late Late Show with Craig Kilborn|ABC Afterschool Special|TRL|The Tonight Show Starring Jimmy Fallon|Saturday Night Live|The Late Late Show with James Corden|The Kelly Clarkson Show|The Tonight Show Starring Jimmy Fallon|Golden Globe Awards|Teen Choice Awards|Celebrity Poker Showdown|History 101|Entertainment Tonight|Saturday Night Live|The Graham Norton Show|Real Time with Bill Maher|Directors on Directors|Variety Studio: Actors on Actors|El hormiguero|The Grammys|The Second Voyage of the Mimi|Project Greenlight|Believers: Boston Red Sox|Jimmy Kimmel Live!,10.6703
Jennifer Connelly,/wdmcJagSRJ65AuJ4IUCzuHAdvgy.jpg,Jennifer,Connelly,JC,1970-12-12,1970.0,"Cairo, New York, USA",False,,A Beautiful Mind|Requiem for a Dream|Top Gun: Maverick,Inside the Actors Studio|The Ellen DeGeneres Show|The $treet|Today|The View|The Early Show|The Tonight Show with Jay Leno|Late Night with Conan O'Brien|The Late Show with Stephen Colbert|The Graham Norton Show|The Oscars|El hormiguero|Late Night with Seth Meyers|Chelsea|LIVE with Kelly and Mark|Snowpiercer|Dark Matter|MTV Movie & TV Awards|Jimmy Kimmel Live!,10.6327
Joaquin Phoenix,/u38k3hQBDwNX0VA22aQceDp9Iyv.jpg,Joaquin,Phoenix,JP,1974-10-28,1974.0,"San Juan, Puerto Rico",False,,Gladiator|Her|Joker,"LIVE with Kelly and Mark|Today|The Tonight Show with Jay Leno|The New Alfred Hitchcock Presents|Hill Street Blues|60 Minutes|Late Night with Conan O'Brien|Seven Brides for Seven Brothers|The Oscars|Good Day Live|Morningstar/Eveningstar|Golden Globe Awards|The Tonight Show Starring Jimmy Fallon|The New Leave It to Beaver|Mr. Smith|Murder, She Wrote|The Late Show with Stephen Colbert|Jimmy Kimmel Live!",10.5526
Monica Bellucci,/euhMjVgdEGFm4AzjvB1b2oSMlLU.jpg,Monica,Bellucci,MB,1964-09-30,1964.0,"Città di Castello, Umbria, Italy",False,,The Matrix Reloaded|The Matrix Revolutions|Spectre,"Jimmy Kimmel Live!|Quelle époque !|Platane|L'Amour flou|Stasera casa MIKA|Tout le monde en parle|Platane|PaparaGilles|Twin Peaks|Wonders - The Peninsula of Treasures|Le Late avec Alain Chabat|The Miracle|Mozart in the Jungle|Mostra, Venise|Vivement dimanche|Call My Agent!|Taff|Faut Voir - L'hebdo cinéma|Do Not Disturb|Life with the Kids",10.1409
Jon Bernthal,/o0t6EVkJOrFAjESDilZUlf46IbQ.jpg,Jon,Bernthal,JB,1976-09-20,1976.0,"Washington, D.C., USA",True,,The Wolf of Wall Street|Fury|Baby Driver,How I Met Your Mother|The Walking Dead|The Class|CSI: Miami|Law & Order: Special Victims Unit|Boston Legal|Law & Order: Criminal Intent|We Own This City|American Gigolo|Eastwick|Mob City|The Premise|Late Night with Seth Meyers|Hot Ones|Show Me a Hero|Marvel's Daredevil|Marvel's The Punisher|The Pacific|The Late Show with Stephen Colbert|The Bear|Without a Trace|Unbreakable Kimmy Schmidt|Unbreakable Kimmy Schmidt|The Hire|Conan|HIS & HERS|Daredevil: Born Again|The Kelly Clarkson Show|Harry's Law|Jimmy Kimmel Live!|Numb3rs,10.1041
Ella Purnell,/5PscK9HNXGFQMIxkpbR8ObB7vuR.jpg,Ella,Purnell,EP,1996-09-17,1996.0,"Whitechapel, London, England, UK",False,,Miss Peregrine's Home for Peculiar Children,Yellowjackets|Star Trek: Prodigy|Arcane|Ordeal by Innocence|Fallout|Sweetbitter|Sweetpea|The Ready Room|Invincible|The Tonight Show Starring Jimmy Fallon|The Kelly Clarkson Show|Belgravia|The Game Awards|Arcane: Bridging the Rift|Late Night with Seth Meyers,10.0183
Drew Barrymore,/9xMu2GLC5otUcC11sEWC5aEAERQ.jpg,Drew,Barrymore,DB,1975-02-22,1975.0,"Culver City, California, USA",False,,Donnie Darko|E.T. the Extra-Terrestrial,Inside the Actors Studio|The Ellen DeGeneres Show|Family Guy|The Daily Show|The Larry Sanders Show|LIVE with Kelly and Mark|Today|The View|E! True Hollywood Story|The Tonight Show with Jay Leno|The Early Show|The Colbert Report|The Ray Bradbury Theater|The Jay Leno Show|MADtv|Late Night with Conan O'Brien|Players|Celebrities Uncensored|2000 Malibu Road|Pretty Baby: Brooke Shields|The View|The Oscars|Live from Studio Five|Saturday Night Live|When Ruby Wax Met...|Live from E!|The Tonight Show Starring Jimmy Fallon|So You Think You Can Dance|Bill Nye the Science Guy|Amazing Stories|Family Guy|The Not-Too-Late Show with Elmo|Saturday Night Live|The Eric Andre Show|And Just Like That…|Chelsea|Bill Nye the Science Guy|First Dates|Santa Clarita Diet|Trippin'|Late Night with Seth Meyers|Get Organized with The Home Edit|Wogan|People's Choice Awards|The Joel McHale Show with Joel McHale|Close Up with The Hollywood Reporter|Watch What Happens Live with Andy Cohen|Teen Choice Awards|The Shop|The Simpsons|The D'Amelio Show|Entertainment Tonight|Celebrity IOU|CBS Schoolbreak Special|The World's Best|Ruby Wax Meets|Late Night with Jimmy Fallon|MTV Video Music Awards|The Drew Barrymore Show|Rachael Ray|The Simpsons|Hot Ones|Great Performances|Norm Macdonald Has a Show|Bo' Selecta!|Hollywood Squares|The Late Show with Stephen Colbert|Saturday Night Live|Late Show with David Letterman|Jimmy Kimmel Live!|The Late Late Show with James Corden,9.9173
Angelina Jolie,/nXA9vMvskmIDB5NqHCkTQPmemep.jpg,Angelina,Jolie,AJ,1975-06-04,1975.0,"Los Angeles, California, USA ",False,,Mr. & Mrs. Smith|Kung Fu Panda|Maleficent,"The Ellen DeGeneres Show|The Rosie O'Donnell Show|The Daily Show|The Situation Room with Wolf Blitzer|The View|The Early Show|E! True Hollywood Story|The Tonight Show with Jay Leno|Anderson Cooper 360°|Late Night with Conan O'Brien|Celebrities Uncensored|Diary|The Oscars|Good Day Live|GMTV|The Actor Awards Presented by SAG-AFTRA|Live from Studio Five|Close Up|Wetten, dass..?|The True Story of...|True Women|Leute heute|The Reichen Show|History 101|Entertainment Tonight|Close Up with The Hollywood Reporter|Inside the Actors Studio|IMDb on the Scene|Unscripted|Sarah Kuttner – Die Show|Variety Studio: Actors on Actors|Beau geste|Golden Globe Awards|George Wallace|Tony Awards",9.8046
Keanu Reeves,/8RZLOyYGsoRe9p44q3xin9QkMHv.jpg,Keanu,Reeves,KR,1964-09-02,1964.0,"Beirut, Lebanon",False,,The Matrix|The Matrix Reloaded|The Matrix Revolutions|John Wick: Chapter 3 - Parabellum|John Wick|John Wick: Chapter 2|Toy Story 4,Jimmy Kimmel Live!|LIVE with Kelly and Mark|Today|The View|E! True Hollywood Story|The Tonight Show with Jay Leno|BRZRKR|MADtv|Celebrities Uncensored|Hangin' In|Unscripted|The Oscars|The Noite com Danilo Gentili|James Cameron's Story of Science Fiction|Bill & Ted's Excellent Adventures|The Late Show with Stephen Colbert|Red Table Talk|LIVE with Kelly and Mark|Ride with Norman Reedus|100 Years of Warner Bros.|The Graham Norton Show|MTV Movie & TV Awards|Brawn: The Impossible Formula 1 Story|The Drew Barrymore Show|The Game Awards|The Kelly Clarkson Show|The Tonight Show Starring Jimmy Fallon|The Russell Howard Hour|Mundo VIP|Night Heat|Night Heat|The Frame|The Tonight Show Starring Jimmy Fallon|Bambi|Sucré salé|Sanremo Music Festival|Car Matchmaker with Spike Feresten|Jay Leno's Garage|Hi Octane|A World of Calm|Swedish Dicks|HBO First Look|Taff|Team ZARCO|Action|Action|The Comedy Factory|Secret Level|Severance|Visionaries|Dying for Sex|Gemini Home Entertainment|Tony Awards,9.767
Leonardo DiCaprio,/iqPBAdsFdAVCdahQM29kTG6UgD7.jpg,Leonardo,DiCaprio,LD,1974-11-11,1974.0,"Los Angeles, California, USA",False,,The Departed|Catch Me If You Can|Shutter Island|The Wolf of Wall Street|Inception|The Great Gatsby|Django Unchained|The Revenant|Once Upon a Time... in Hollywood|Titanic,"Growing Pains|Today|Roseanne|The Tonight Show with Jay Leno|The Early Show|Celebrities Uncensored|The New Lassie|Parenthood|The Oscars|GMTV|Live from Studio Five|Romper Room|Saturday Night Live|Critics Choice Awards|Wetten, dass..?|HBO First Look|Santa Barbara|Teen Choice Awards|Patriot Act with Hasan Minhaj|Entertainment Tonight|Markus Lanz|Clint Eastwood: A Cinematic Legacy|The Last Dance|Whose Vote Counts, Explained|Taff|The Outsiders|Faut Voir - L'hebdo cinéma|The Entertainment Biz|The Tonight Show Starring Jimmy Fallon|Mr. Scorsese|Variety & CNN Actors on Actors|Golden Globe Awards",9.738
Anya Taylor-Joy,/qYNofOjlRke2MlJVihmJmEdQI4v.jpg,Anya,Taylor-Joy,AT,1996-04-16,1996.0,"Miami, Florida, USA",False,,The Super Mario Bros. Movie|Split,The Graham Norton Show|Saturday Night Live|Late Night with Seth Meyers|Endeavour|Atlantis|The Tonight Show Starring Jimmy Fallon|The Miniaturist|The Dark Crystal: Age of Resistance|The Queen's Gambit|The Oscars|LIVE with Kelly and Mark|Peaky Blinders|The Late Show with Stephen Colbert|The Kelly Clarkson Show|Golden Globe Awards|Sucré salé|How to Kill Your Family|Lucky|Variety Studio: Actors on Actors|Watch What Happens Live with Andy Cohen|Golden Globe Awards|The Late Late Show with James Corden,9.6622
Rachel McAdams,/2zyOjda95OfAAsJvuwTV0UaznPZ.jpg,Rachel,McAdams,RM,1978-11-17,1978.0,"London, Ontario, Canada",False,,Sherlock Holmes|The Notebook|Sherlock Holmes: A Game of Shadows|Doctor Strange|Doctor Strange in the Multiverse of Madness,What If...?|Access Hollywood|True Detective|Marvel Studios Legends|DAVE|MTV Movie & TV Awards|Who Do You Think You Are?|The Kelly Clarkson Show|Explained|Late Night with Seth Meyers|Slings & Arrows|Saturday Night Live|Earth: Final Conflict|Late Night with Jimmy Fallon|The Graham Norton Show|Jimmy Kimmel Live!,9.55
Jason Momoa,/3troAR6QbSb6nUFMDu61YCCWLKa.jpg,Jason,Momoa,JM,1979-08-01,1979.0,"Honolulu, Hawaii, USA",False,,Justice League|Aquaman|Dune|Zack Snyder's Justice League,North Shore|Stargate Atlantis|The Daily Show|The Simpsons|The Red Road|Drunk History|Late Night with Seth Meyers|Frontier|Baywatch|Peacemaker|Game of Thrones|Chief of War|The Game|Ellen's Greatest Night of Giveaways|The Graham Norton Show|The Tonight Show Starring Jimmy Fallon|Nature Is Speaking|American Masters|Leute heute|The Late Show with Stephen Colbert|The Jennifer Hudson Show|The Kelly Clarkson Show|See|On the Roam|Saturday Night Live|Saturday Night Live|The Climb|The Oscars|Conan|Superpowered: The DC Story|Jeopardy!|Nomad|Jimmy Kimmel Live!|The Tonight Show Starring Jimmy Fallon,9.4744
Bill Skarsgård,/yGML6E9OtHQ5PFSvxoIj901tvsL.jpg,Bill,Skarsgård,BS,1990-08-09,1990.0,"Vällingby, Sweden",False,,It,Luuk & Hallberg|Hemlock Grove|Clark|Castle Rock|Laura Trenter Presents|Arn: The Knight Templar|Soulmates|Jimmy Kimmel Live!|The Late Show with Stephen Colbert|Made in Hollywood|IT: Welcome to Derry,9.3688
