Team	Player	SH	SG	GL
POR	Carlos Pereira	0	0	0
CRO	Franja Blazevic	0	0	0
ESP	Alvaro Vazquez	0	0	0
ENG	Benjamin Webb	0	0	0
NED	Rob Brouwer	0	0	0
CZE	Petr Navratil	0	0	0
DEN	Soren Holm	0	0	0
SER	Jovan Trajkovic	0	0	0
ITA	Pietro Greco	0	0	0
HUN	Istvan Kiss	0	0	0
AUS	Josef Steiner	0	0	0
WAL	Malcolm Hopkins	0	0	0
SUI	Werner Frei	0	0	0
POL	Jacek Majewski	0	0	0
UKR	Vasylyi Yvanova	0	0	0
TUR	Huseyin Sahin	0	0	0
BOS	Milan Marjanovic	0	0	0
ALB	Arben Sulaj	0	0	0
SVN	Marjan Krajnc	0	0	0
IRE	Eamon Murphy	0	0	0
ROM	Gheorghe Cristea	0	0	0
FIN	Ari Korhonen	0	0	0
ICE	Kristjan Jonsson	0	0	0
NOR	Geir Gundersen	0	0	0
SCO	Charles Stewart	0	0	0
SWE	Anders Lindstrom	0	0	0
GRE	Evangelos Mylonas	0	0	0
SVK	Jan Horvath	0	0	0
LIT	Algimantas Zilinskas	0	0	0
MON	Dejan Popovic	0	0	0
MOL	Constantin Prodan	0	0	0
EST	Dmitri Kivi	0	0	0
BUL	Stefan Todorov	0	0	0
MAC	Jovan Stojanovski	0	0	0
NIR	Francis O'Hagan	0	0	0
BEL	Yuriy Shevchenko	0	0	0
LAT	Sergejs Vasiljevs	0	0	0
KOS	Ismet Hasani	0	0	0
CYP	Georgios Christofi	0	0	0
LIE	Franz Ospelt	0	0	0
SMR	Fabio Gasperoni	0	0	0
MAL	Pierre Micallef	0	0	0
AND	Xavier Gomes	0	0	0
LUX	Laurent Schroeder	0	0	0
GIB	David Santos	0	0	0
FRO	Heri Rasmussen	0	0	0
VAT	Paolo Cameroni	0	0	0
GER	Wolfgang Koch	0	0	0
FRA	Bernard Michel	0	0	0
BEL	Marc Renard	0	0	0
POR	Sergio Alves	0	0	0
CRO	Roberjt Grgic	0	0	0
ESP	Alejandro Garcia	0	0	0
ENG	Stuart Holmes	0	0	0
NED	Peter Meijer	0	0	0
CZE	Michal Fialova	0	0	0
DEN	Morten Rasmussen	0	0	0
SER	Zoran Ilic	0	0	0
ITA	Salvatore Moretti	0	0	0
HUN	Zoltan Kocsis	0	0	0
AUS	Johann Brunner	0	0	0
WAL	Adrian Llewellyn	0	0	0
SUI	Stefan Meier	0	0	0
POL	Andrzej Nowak	0	0	0
UKR	Vyktor Kovalenko	0	0	0
TUR	Omer Koc	0	0	0
BOS	Zeljko Vukevic	0	0	0
ALB	Agron Lleshi	0	0	0
SVN	Branko Novac	0	0	0
IRE	Philip Murray	0	0	0
ROM	Valentin Ionescu	0	0	0
FIN	Jani Rasanen	0	0	0
ICE	Helgi Magnusson	0	0	0
NOR	Jan Johansen	0	0	0
SCO	Thomas Anderson	0	0	0
SWE	Fredrik Johansson	0	0	0
GRE	Stavros Giannopoulos	0	0	0
SVK	Juraj Szabo	0	0	0
LIT	Arturas Jankauskas	0	0	0
MON	Slobodan Scekic	0	0	0
MOL	Anatolie Rotari	0	0	0
EST	Aleksandr Kallas	0	0	0
BUL	Emil Petrov	0	0	0
MAC	Stojan Petrovska	0	0	0
NIR	Hugh McAuley	0	0	0
BEL	Vadim Tarasevich	0	0	0
LAT	Valerijs Priede	0	0	0
KOS	Bajram Sylejmani	0	0	0
CYP	Demetris Nicolaou	0	0	0
LIE	Michael Biedermann	0	0	0
SMR	Francesco Berardi	0	0	0
MAL	John Bugeja	0	0	0
AND	Pere Munoz	0	0	0
LUX	Pascal Ferreira	0	0	0
GIB	Chris Moreno	0	0	0
FRO	Danjal Hojgaard	0	0	0
VAT	Enrico Mariotti	0	0	0
GER	Hans Weber	0	0	0
FRA	Rene Chevalier	0	0	0
BEL	Geert Verhoeven	0	0	0
POR	Fernando Ribiero	0	0	0
CRO	Stjepan Novosel	0	0	0
ESP	Rafael Delgado	0	0	0
ENG	Graham Chapman	0	0	0
NED	Jeroen de Jong	0	0	0
CZE	Miroslav Svoboda	0	0	0
DEN	Henrik Mikkelsen	0	0	0
SER	Petar Stojanovic	0	0	0
ITA	Giuseppe Giordano	0	0	0
HUN	Laszlo Kovacs	0	0	0
AUS	Andreas Schwarz	0	0	0
WAL	Rhys Howells	0	0	0
SUI	Marcel Roth	0	0	0
POL	Krzysztof Sikora	0	0	0
UKR	Nykolai Moroz	0	0	0
TUR	Mehmet Celik	0	0	0
BOS	Marko Bosnjak	0	0	0
ALB	Ilir Hoxha	0	0	0
SVN	Anton Zupan	0	0	0
IRE	Adrian Walsh	0	0	0
ROM	Cosmin Simion	0	0	0
FIN	Heikki Laine	0	0	0
ICE	Johann Gunnarsson	0	0	0
NOR	Arne Hagen	0	0	0
SCO	Stephen MacDonald	0	0	0
SWE	Lars Jonsson	0	0	0
GRE	Dimitrios Papadopoulos	0	0	0
SVK	Ladislav Kovac	0	0	0
LIT	Darius Balciunas	0	0	0
MON	Milan Mitrovic	0	0	0
MOL	Vasile Cazacu	0	0	0
EST	Juri Sepp	0	0	0
BUL	Petar Hristov	0	0	0
MAC	Petre Nikolov	0	0	0
NIR	Colin Campbell	0	0	0
BEL	Evgeniy Novikov	0	0	0
LAT	Andrejs Jansone	0	0	0
KOS	Enver Rexhepi	0	0	0
CYP	Savvas Constantinou	0	0	0
LIE	Robert Oehri	0	0	0
SMR	Giuseppe Ceccoli	0	0	0
MAL	Patrick Cassar	0	0	0
AND	Emilio Perez	0	0	0
LUX	Rene Weis	0	0	0
GIB	Stephen Cruz	0	0	0
FRO	Rogvi Thomsen	0	0	0
VAT	Angelo Giulietti	0	0	0
GER	Manfred Fischer	0	0	0
FRA	Jean Gauthier	0	0	0
BEL	Christian Janssen	0	0	0
POR	Vitor Correia	0	0	0
CRO	Zlatko Novak	0	0	0
ESP	Jose Romero	0	0	0
ENG	Nigel Price	0	0	0
NED	Martijn van den Berg	0	0	0
CZE	Pavel Vesela	0	0	0
DEN	Jesper Thomsen	0	0	0
SER	Slobodan Krstic	0	0	0
ITA	Francesco Caruso	0	0	0
HUN	Jozsef Szabo	0	0	0
AUS	Gerhard Bauer	0	0	0
WAL	Clive Jones	0	0	0
SUI	Rolf Bachmann	0	0	0
POL	Tomasz Zajac	0	0	0
UKR	Aleksandr Olyinyk	0	0	0
TUR	Ramazan Yilmaz	0	0	0
BOS	Ilija Hodzic	0	0	0
ALB	Luan Murati	0	0	0
SVN	Bojan Kavcic	0	0	0
IRE	Declan Burke	0	0	0
ROM	Liviu Ciobanu	0	0	0
FIN	Timo Ojala	0	0	0
ICE	Arni Olafsson	0	0	0
NOR	Erik Olsen	0	0	0
SCO	Craig Henderson	0	0	0
SWE	Karl Olsson	0	0	0
GRE	Konstantin Anastasiou	0	0	0
SVK	Pavol Toth	0	0	0
LIT	Tomas Ramanauskas	0	0	0
MON	Branislav Maras	0	0	0
MOL	Grigore Ceban	0	0	0
EST	Peeter Ots	0	0	0
BUL	Veselin Ivanov	0	0	0
MAC	Boris Ristov	0	0	0
NIR	Terence Kane	0	0	0
BEL	Denis Zaytsev	0	0	0
LAT	Gunars Smirnovs	0	0	0
KOS	Fatmir Salihu	0	0	0
CYP	Ioannis Andreou	0	0	0
LIE	Daniel Wohlwend	0	0	0
SMR	Gian Selva	0	0	0
MAL	Luke Gatt	0	0	0
AND	Rafael Jimenez	0	0	0
LUX	Lucien Grethen	0	0	0
GIB	Andrew Sene	0	0	0
FRO	Jens Niclasen	0	0	0
VAT	Giampiero Suriani	0	0	0
	
Team	Player	SV	SO	GA
GER	Klaus Bauer	0	0	0
FRA	Pierre Blanchard	0	0	0
BEL	Eddy van den Broeck	0	0	0
POR	Pedro Reis	0	0	0
CRO	Miroslav Pavlovic	0	0	0
ESP	Enrique Ortega	0	0	0
ENG	Stephen Hunt	0	0	0
NED	Marcel Kuiper	0	0	0
CZE	Jiri Novakova	0	0	0
DEN	Jens Clausen	0	0	0
SER	Tomislav Rakic	0	0	0
ITA	Antonio de Luca	0	0	0
HUN	Janos Meszaros	0	0	0
AUS	Martin Lang	0	0	0
WAL	Neil Wright	0	0	0
SUI	Markus Schneider	0	0	0
POL	Piotr Nowicki	0	0	0
UKR	Serhei Tkachenko	0	0	0
TUR	Ahmet Ozcan	0	0	0
BOS	Slavko Maric	0	0	0
ALB	Sokol Gjoka	0	0	0
SVN	Andrej Kos	0	0	0
IRE	Oliver O'Donnell	0	0	0
ROM	Radu Dragomir	0	0	0
FIN	Eero Salo	0	0	0
ICE	Bjorn Halldorsson	0	0	0
NOR	Lars Pedersen	0	0	0
SCO	Kenneth Wright	0	0	0
SWE	Sven Sjoberg	0	0	0
GRE	Ilias Vasileiadis	0	0	0
SVK	Miroslav Balaz	0	0	0
LIT	Stasys Petrauskas	0	0	0
MON	Ljubomir Jovanovic	0	0	0
MOL	Igor Turcan	0	0	0
EST	Aleksandr Oja	0	0	0
BUL	Krasimi Georgiev	0	0	0
MAC	Zoran Atanasov	0	0	0
NIR	Cieran McCormick	0	0	0
BEL	Maksim Zhuk	0	0	0
LAT	Edgars Ozolins	0	0	0
KOS	Valon Gashi	0	0	0
CYP	Marios Charalambous	0	0	0
LIE	Manfred Beck	0	0	0
SMR	Luca Tamagnini	0	0	0
MAL	Lawrence Grech	0	0	0
AND	Sergi dos Santos	0	0	0
LUX	Francois Engel	0	0	0
GIB	Ian Ballester	0	0	0
FRO	Roi Joensen	0	0	0
VAT	Philippe Bergoglio	0	0	0
